year,road,PedalCycles,Motorcycles,CarsTaxis,bus,AllHGVs,AllMotorVehicles
2000,A705,6,6,6,6,6,6
2000,A706,15,15,15,15,15,15
2000,A7066,1,1,1,1,1,1
2000,A707,3,3,3,3,3,3
2000,A708,5,5,5,5,5,5
2000,A709,4,4,4,4,4,4
2000,A71,31,31,31,31,31,31
2000,A710,4,4,4,4,4,4
2000,A711,7,7,7,7,7,7
2000,A712,5,5,5,5,5,5
2000,A713,14,14,14,14,14,14
2000,A714,9,9,9,9,9,9
2000,A716,5,5,5,5,5,5
2000,A717,1,1,1,1,1,1
2000,A718,5,5,5,5,5,5
2000,A719,10,10,10,10,10,10
2000,A72,17,17,17,17,17,17
2000,A720,9,9,9,9,9,9
2000,A721,20,20,20,20,20,20
2000,A722,1,1,1,1,1,1
2000,A723,10,10,10,10,10,10
2000,A724,8,8,8,8,8,8
2000,A725,8,8,8,8,8,8
2000,A726,23,23,23,23,23,23
2000,A727,1,1,1,1,1,1
2000,A728,3,3,3,3,3,3
2000,A73,20,20,20,20,20,20
2000,A730,3,3,3,3,3,3
2000,A735,16,16,16,16,16,16
2000,A736,16,16,16,16,16,16
2000,A737,18,18,18,18,18,18
2000,A738,7,7,7,7,7,7
2000,A739,6,6,6,6,6,6
2000,A74,8,8,8,8,8,8
2000,A741,5,5,5,5,5,5
2000,A743,1,1,1,1,1,1
2000,A745,2,2,2,2,2,2
2000,A746,4,4,4,4,4,4
2000,A747,3,3,3,3,3,3
2000,A749,10,10,10,10,10,10
2000,A74M,2,2,2,2,2,2
2000,A75,27,27,27,27,27,27
2000,A751,1,1,1,1,1,1
2000,A752,6,6,6,6,6,6
2000,A755,2,2,2,2,2,2
2000,A756,1,1,1,1,1,1
2000,A759,8,8,8,8,8,8
2000,A76,16,16,16,16,16,16
2000,A760,4,4,4,4,4,4
2000,A761,11,11,11,11,11,11
2000,A762,4,4,4,4,4,4
2000,A763,3,3,3,3,3,3
2000,A766,2,2,2,2,2,2
2000,A768,6,6,6,6,6,6
2000,A77,41,41,41,41,41,41
2000,A770,4,4,4,4,4,4
2000,A771,1,1,1,1,1,1
2000,A772,4,4,4,4,4,4
2000,A775,3,3,3,3,3,3
2000,A779,2,2,2,2,2,2
2000,A78,20,20,20,20,20,20
2000,A780,10,10,10,10,10,10
2000,A781,1,1,1,1,1,1
2000,A79,5,5,5,5,5,5
2000,A8,44,44,44,44,44,44
2000,A80,12,12,12,12,12,12
2000,A800,2,2,2,2,2,2
2000,A8000,1,1,1,1,1,1
2000,A8003,1,1,1,1,1,1
2000,A8006,1,1,1,1,1,1
2000,A801,7,7,7,7,7,7
2000,A8010,1,1,1,1,1,1
2000,A8011,3,3,3,3,3,3
2000,A8014,2,2,2,2,2,2
2000,A8015,1,1,1,1,1,1
2000,A803,37,37,37,37,37,37
2000,A804,5,5,5,5,5,5
2000,A807,3,3,3,3,3,3
2000,A808,1,1,1,1,1,1
2000,A809,6,6,6,6,6,6
2000,A81,15,15,15,15,15,15
2000,A810,3,3,3,3,3,3
2000,A811,11,11,11,11,11,11
2000,A812,2,2,2,2,2,2
2000,A813,1,1,1,1,1,1
2000,A814,26,26,26,26,26,26
2000,A815,6,6,6,6,6,6
2000,A816,4,4,4,4,4,4
2000,A817,1,1,1,1,1,1
2000,A819,2,2,2,2,2,2
2000,A82,40,40,40,40,40,40
2000,A820,2,2,2,2,2,2
2000,A821,4,4,4,4,4,4
2000,A822,5,5,5,5,5,5
2000,A823,15,15,15,15,15,15
2000,A824,4,4,4,4,4,4
2000,A826,1,1,1,1,1,1
2000,A827,6,6,6,6,6,6
2000,A828,3,3,3,3,3,3
2000,A83,10,10,10,10,10,10
2000,A830,5,5,5,5,5,5
2000,A831,3,3,3,3,3,3
2000,A832,11,11,11,11,11,11
2000,A833,3,3,3,3,3,3
2000,A834,1,1,1,1,1,1
2000,A835,8,8,8,8,8,8
2000,A836,14,14,14,14,14,14
2000,A837,5,5,5,5,5,5
2000,A838,4,4,4,4,4,4
2000,A839,2,2,2,2,2,2
2000,A84,7,7,7,7,7,7
2000,A841,5,5,5,5,5,5
2000,A844,6,6,6,6,6,6
2000,A846,5,5,5,5,5,5
2000,A847,3,3,3,3,3,3
2000,A848,2,2,2,2,2,2
2000,A849,4,4,4,4,4,4
2000,A85,23,23,23,23,23,23
2000,A850,4,4,4,4,4,4
2000,A851,3,3,3,3,3,3
2000,A855,2,2,2,2,2,2
2000,A857,6,6,6,6,6,6
2000,A858,5,5,5,5,5,5
2000,A859,5,5,5,5,5,5
2000,A86,3,3,3,3,3,3
2000,A861,6,6,6,6,6,6
2000,A862,12,12,12,12,12,12
2000,A863,5,5,5,5,5,5
2000,A865,8,8,8,8,8,8
2000,A866,1,1,1,1,1,1
2000,A867,2,2,2,2,2,2
2000,A87,13,13,13,13,13,13
2000,A872,6,6,6,6,6,6
2000,A873,2,2,2,2,2,2
2000,A875,2,2,2,2,2,2
2000,A876,3,3,3,3,3,3
2000,A877,1,1,1,1,1,1
2000,A879,4,4,4,4,4,4
2000,A88,2,2,2,2,2,2
2000,A880,1,1,1,1,1,1
2000,A882,2,2,2,2,2,2
2000,A883,1,1,1,1,1,1
2000,A884,4,4,4,4,4,4
2000,A885,3,3,3,3,3,3
2000,A886,5,5,5,5,5,5
2000,A887,1,1,1,1,1,1
2000,A888,1,1,1,1,1,1
2000,A889,1,1,1,1,1,1
2000,A89,21,21,21,21,21,21
2000,A890,2,2,2,2,2,2
2000,A891,4,4,4,4,4,4
2000,A893,1,1,1,1,1,1
2000,A894,4,4,4,4,4,4
2000,A896,3,3,3,3,3,3
2000,A897,2,2,2,2,2,2
2000,A898,2,2,2,2,2,2
2000,A899,6,6,6,6,6,6
2000,A9,61,61,61,61,61,61
2000,A90,60,60,60,60,60,60
2000,A900,2,2,2,2,2,2
2000,A901,3,3,3,3,3,3
2000,A9011,1,1,1,1,1,1
2000,A9012,1,1,1,1,1,1
2000,A9013,6,6,6,6,6,6
2000,A902,3,3,3,3,3,3
2000,A903,1,1,1,1,1,1
2000,A904,14,14,14,14,14,14
2000,A905,11,11,11,11,11,11
2000,A907,15,15,15,15,15,15
2000,A908,3,3,3,3,3,3
2000,A909,7,7,7,7,7,7
2000,A91,24,24,24,24,24,24
2000,A910,6,6,6,6,6,6
2000,A911,8,8,8,8,8,8
2000,A912,9,9,9,9,9,9
2000,A913,5,5,5,5,5,5
2000,A914,4,4,4,4,4,4
2000,A915,11,11,11,11,11,11
2000,A916,3,3,3,3,3,3
2000,A917,11,11,11,11,11,11
2000,A918,1,1,1,1,1,1
2000,A919,1,1,1,1,1,1
2000,A92,38,38,38,38,38,38
2000,A920,7,7,7,7,7,7
2000,A921,10,10,10,10,10,10
2000,A922,1,1,1,1,1,1
2000,A923,11,11,11,11,11,11
2000,A924,5,5,5,5,5,5
2000,A926,10,10,10,10,10,10
2000,A928,2,2,2,2,2,2
2000,A929,5,5,5,5,5,5
2000,A93,28,28,28,28,28,28
2000,A930,6,6,6,6,6,6
2000,A932,5,5,5,5,5,5
2000,A933,7,7,7,7,7,7
2000,A934,1,1,1,1,1,1
2000,A935,4,4,4,4,4,4
2000,A937,5,5,5,5,5,5
2000,A938,5,5,5,5,5,5
2000,A939,12,12,12,12,12,12
2000,A94,9,9,9,9,9,9
2000,A940,3,3,3,3,3,3
2000,A941,9,9,9,9,9,9
2000,A942,2,2,2,2,2,2
2000,A944,11,11,11,11,11,11
2000,A945,1,1,1,1,1,1
2000,A947,10,10,10,10,10,10
2000,A948,5,5,5,5,5,5
2000,A949,3,3,3,3,3,3
2000,A95,15,15,15,15,15,15
2000,A950,6,6,6,6,6,6
2000,A952,2,2,2,2,2,2
2000,A955,5,5,5,5,5,5
2000,A956,7,7,7,7,7,7
2000,A957,3,3,3,3,3,3
2000,A96,38,38,38,38,38,38
2000,A960,4,4,4,4,4,4
2000,A961,4,4,4,4,4,4
2000,A963,4,4,4,4,4,4
2000,A964,2,2,2,2,2,2
2000,A965,7,7,7,7,7,7
2000,A966,3,3,3,3,3,3
2000,A967,6,6,6,6,6,6
2000,A968,5,5,5,5,5,5
2000,A969,2,2,2,2,2,2
2000,A97,15,15,15,15,15,15
2000,A970,22,22,22,22,22,22
2000,A971,6,6,6,6,6,6
2000,A972,1,1,1,1,1,1
2000,A975,3,3,3,3,3,3
2000,A977,5,5,5,5,5,5
2000,A978,5,5,5,5,5,5
2000,A98,17,17,17,17,17,17
2000,A980,4,4,4,4,4,4
2000,A981,6,6,6,6,6,6
2000,A982,3,3,3,3,3,3
2000,A984,3,3,3,3,3,3
2000,A985,6,6,6,6,6,6
2000,A986,2,2,2,2,2,2
2000,A989,5,5,5,5,5,5
2000,A99,7,7,7,7,7,7
2000,A990,2,2,2,2,2,2
2000,A991,4,4,4,4,4,4
2000,A993,3,3,3,3,3,3
2000,A994,1,1,1,1,1,1
2000,M1,76,76,76,76,76,76
2000,M10,1,1,1,1,1,1
2000,M11,17,17,17,17,17,17
2000,M18,13,13,13,13,13,13
2000,M180,6,6,6,6,6,6
2000,M181,1,1,1,1,1,1
2000,M2,15,15,15,15,15,15
2000,M20,18,18,18,18,18,18
2000,M23,7,7,7,7,7,7
2000,M25,48,48,48,48,48,48
2000,M26,2,2,2,2,2,2
2000,M27,24,24,24,24,24,24
2000,M271,4,4,4,4,4,4
2000,M275,5,5,5,5,5,5
2000,M3,22,22,22,22,22,22
2000,M32,6,6,6,6,6,6
2000,M4,80,80,80,80,80,80
2000,M40,33,33,33,33,33,33
2000,M41,3,3,3,3,3,3
2000,M42,21,21,21,21,21,21
2000,M45,3,3,3,3,3,3
2000,M48,5,5,5,5,5,5
2000,M49,3,3,3,3,3,3
2000,M5,52,52,52,52,52,52
2000,M50,8,8,8,8,8,8
2000,M53,17,17,17,17,17,17
2000,M54,9,9,9,9,9,9
2000,M55,5,5,5,5,5,5
2000,M56,30,30,30,30,30,30
2000,M57,11,11,11,11,11,11
2000,M58,10,10,10,10,10,10
2000,M6,86,86,86,86,86,86
2000,M60,30,30,30,30,30,30
2000,M602,2,2,2,2,2,2
2000,M606,2,2,2,2,2,2
2000,M61,14,14,14,14,14,14
2000,M62,45,45,45,45,45,45
2000,M621,15,15,15,15,15,15
2000,M65,19,19,19,19,19,19
2000,M66,8,8,8,8,8,8
2000,M67,4,4,4,4,4,4
2000,M69,5,5,5,5,5,5
2000,M73,7,7,7,7,7,7
2000,M74,27,27,27,27,27,27
2000,M77,6,6,6,6,6,6
2000,M8,39,39,39,39,39,39
2000,M80,10,10,10,10,10,10
2000,M876,5,5,5,5,5,5
2000,M898,1,1,1,1,1,1
2000,M9,17,17,17,17,17,17
2000,M90,16,16,16,16,16,16
